,tweet_created_at,tweet_full_text,text_clean
516,Fri Sep 07 16:10:41 +0000 2018,@RealJamesWoods The #ThinBlueLine is far more important than the asinine Don't #JustDoIt campaign.,user_ment the thinbluelin is far more import than the asinin dont justdoit campaign
1364,Fri Sep 07 16:10:30 +0000 2018,"@realDonaldTrump I met a new friend in the park this morning. What a great way to meet good people...wearing your Nike gear! Thanks, @Nike @nikestore #JustDoIt #TakeAKnee https://t.co/d9X79Br6KS",user_ment i met a new friend in the park thi morn what a great way to meet good peopl wear your nike gear thank user_ment user_ment justdoit takeakne url
1977,Fri Sep 07 16:10:26 +0000 2018,"@CoryBooker Sen. Booker, I know you may not read this because your Twitter I’m sure blows up all the time. But it’s because of men and women like you that continue to give Americans hope. Never give up the fight, you are fighting for millions of people #justdoit",user_ment sen booker i know you may not read thi becaus your twitter sure blow up all the time but becaus of men and women like you that continu to give american hope never give up the fight you are fight for million of peopl justdoit
657,Fri Sep 07 16:10:19 +0000 2018,Listen as BP and Reese discuss the #Nike x #ColinKaepernick #justdoit campaign. Can commerce and activism coexist? https://t.co/U09dd0xaYQ,listen as bp and rees discuss the nike x colinkaepernick justdoit campaign can commerc and activ coexist url
1705,Fri Sep 07 16:10:16 +0000 2018,"This week, while Nike was using money earned from slave labor to pay whiny athletes supposedly protesting ""social justice...""

...Kim Kardashian had ANOTHER White House meeting in an effort to enact policy changes in criminal justice. 

See the difference?

#justdoit",thi week while nike wa use money earn from slave labor to pay whini athlet supposedli protest social justic kim kardashian had anoth white hous meet in an effort to enact polici chang in crimin justic see the differ justdoit
4094,Fri Sep 07 16:10:10 +0000 2018,"School shooting? Thoughts and prayers.

Oh, but a protesting brown guy…

#Nike #JustDoIt https://t.co/mrrTaHQzVX",school shoot thought and prayer oh but a protest brown nike justdoit url
1676,Fri Sep 07 16:10:04 +0000 2018,Exactly! #justdoit https://t.co/554DGG9K7x,exactli justdoit url
2904,Fri Sep 07 16:10:02 +0000 2018,"You can’t figure out the next step until you take this one.  A Valenciaism to live by. 🤔😉
#JustDoIt #Motivation #FridayMotivation #FridayFeeling #BlessedNotStressed",you figur out the next step until you take thi one a valencia to live by justdoit motiv fridaymotiv fridayfeel blessednotstress
4270,Fri Sep 07 16:10:02 +0000 2018,Basically. #JustDoIt. #Nike https://t.co/13vGiZQmni,basic justdoit nike url
3067,Fri Sep 07 16:09:31 +0000 2018,I love this! Thank you @Nike and @Kaepernick7 #JustDoIt https://t.co/ZqZtIIBbaX,i love thi thank you user_ment and user_ment justdoit url
3774,Fri Sep 07 16:09:28 +0000 2018,@HiMyNameIsSeton I want them to run ad on Fox and friends and Hannity to watch president shit himself. #JustDoIt #Nike,user_ment i want them to run ad on fox and friend and hanniti to watch presid shit himself justdoit nike
1372,Fri Sep 07 16:09:28 +0000 2018,I love how everyone has made themselves apart of the latest Nike campaign. #JustDoIt,i love how everyon ha made themselv apart of the latest nike campaign justdoit
1717,Fri Sep 07 16:09:21 +0000 2018,Great morning BELLievers... Give them something to talk about today. Your standard should inspire zeal not comfort... #Nike #justdoit #gains #fitness #bodybuilding #Friday #health… https://t.co/bmpT1WVzVV,great morn belliev give them someth to talk about today your standard should inspir zeal not comfort nike justdoit gain fit bodybuild friday url
2748,Fri Sep 07 16:09:18 +0000 2018,Imma just leave this here #nike #JustDoIt https://t.co/UbMkEjHqmn,imma just leav thi here nike justdoit url
2899,Fri Sep 07 16:09:04 +0000 2018,"In tears, these responses are GOLD! #JustDoIt  https://t.co/GjVNJRn6wS",in tear these respons are gold justdoit url
770,Fri Sep 07 16:08:57 +0000 2018,"@KarltonLondon, how do you make pictures with #Justdoit",user_ment how do you make pictur with justdoit
1084,Fri Sep 07 16:08:56 +0000 2018,"@realDonaldTrump Nike,like all of us,has freedom to express our own beliefs.They #JustDoIt is Democracy. Like the Many ventures in life, we take-chances,some for gain, and others for principle. It was a chance they were willing to take, and they shouldn’t be chastised. 
We reap what we sow.",user_ment all of freedom to express our own beliefs.they justdoit is democraci like the mani ventur in life we for gain and other for principl it wa a chanc they were will to take and they be chastis we reap what we sow
4792,Fri Sep 07 16:08:53 +0000 2018,Well they aren’t monarchs but they sure are grass stained #JustDoIt https://t.co/FwAFqFhVXc,well they monarch but they sure are grass stain justdoit url
1491,Fri Sep 07 16:08:32 +0000 2018,"Sending a major shout out to all of our friends at @WiedenKennedy &amp; @parkpictures for their work on the powerful new #DreamCrazy campaign for @Nike feat @Kaepernick7.

The spot showcases the power of filmmaking &amp; advertising and the tremendous impact we can all make.  #JustDoIt https://t.co/vul5hFionw",send a major shout out to all of our friend at user_ment user_ment for their work on the power new dreamcrazi campaign for user_ment feat user_ment the spot showcas the power of filmmak advertis and the tremend impact we can all make justdoit url
3473,Fri Sep 07 16:08:11 +0000 2018,"But hey, keep on burning those shoes! Y'all's loss is Nike's gain! 🤣https://t.co/KFOG4iDsJj   #JustDoIt",but hey keep on burn those shoe yall loss is nike gain url justdoit
462,Fri Sep 07 16:08:00 +0000 2018,"@realDonaldTrump Keep on saying negative stuff about #nike , because you’re pushing their stock back up. Continue to #justdoit and the stock will surpass it’s all time high!",user_ment keep on say neg stuff about nike becaus push their stock back up continu to justdoit and the stock will surpass all time high
1133,Fri Sep 07 16:07:47 +0000 2018,@DanielleLuv00 Make sure they Nike 😂 #justdoit ✔️,user_ment make sure they nike justdoit
1337,Fri Sep 07 16:07:41 +0000 2018,Just a reminder that if you’re heading out to Corinth tonight for football consider coming to watch girls hockey take on the Tomahawks at 4:15 with a JV game following. The game will take place behind the Corinth Elementary School. Hope to see you there!! #justdoit,just a remind that if head out to corinth tonight for footbal consid come to watch girl hockey take on the tomahawk at with a jv game follow the game will take place behind the corinth elementari school hope to see you there justdoit
4832,Fri Sep 07 16:07:31 +0000 2018,@Kaepernick7 I salute #justdoit and to those human beings burning their #bikes that they already paid for - why couldn’t they all just donate those shoes to those that don’t even know what a shoe is? #burnyournike is the most ridiculous movement ever for 2018.,user_ment i salut justdoit and to those human be burn their bike that they alreadi paid for whi they all just donat those shoe to those that even know what a shoe is burnyournik is the most ridicul movement ever for
917,Fri Sep 07 16:07:21 +0000 2018,"Just ended a 30 year friendship with a Caucasian acquaintance because she's tired of hearing about Nike ads, race and Black people's protests for equality. Her solution? Cross-burnings and lynchings of Black men. 
This is where we are in 2018...

#JustDoIt https://t.co/5x9kjZPDza",just end a year friendship with a caucasian acquaint becaus she tire of hear about nike ad race and black peopl protest for equal her solut crossburn and lynch of black men thi is where we are in justdoit url
1985,Fri Sep 07 16:07:16 +0000 2018,".@KimOlson4TxAg, our Dem candidate for Texas Commissioner of Agriculture-
""Believe in something, even if it means being the only Democrat in the neighborhood."" #JustVote #JustDoIt #UniteBlue #VoteBlue #GOTV #TurnTexasBlue #FlipTxBlue #TheResistance https://t.co/4IcNsATo40",user_ment our dem candid for texa commission of agricultur believ in someth even if it mean be the onli democrat in the neighborhood justvot justdoit uniteblu voteblu gotv turntexasblu fliptxblu theresist url
761,Fri Sep 07 16:07:11 +0000 2018,"Don’t ask if you’re dreams are crazy, ask if they’re crazy enough #justdoit",ask if dream are crazi ask if crazi enough justdoit
582,Fri Sep 07 16:06:58 +0000 2018,"@aseeger3 @TeedIsMe @jillosophy @FredMer39027021 @jimbo_always @LibturdSmasher @SCBelle6 @GeanineC @David_MagaUSA @Freed0mFirst @NaceBeth @fightinirish109 @dybarb @youlosenordys @RealBiddle @WillOfThePeopl5 @AmericanLaoch @Dr_Kaco @KevinMarriageDr @ElderLansing @byteflyer @Baby___Del @Satchalistic1 @Mongo444444 @The2ndA @J_MAGA @willthomas_80 @BillNJenGreen15 @mericusnation @Patriotmom2one @raypjrone @AshleyW838 @MakeNEGrrAgain @clintonhill889 @SandySega @BlackfootJon2 @imf_hunt @isis_ghost @TheUKDude1 @Briteeye777 @Red_Baron63 @Smhulk1 @Tallie14211271 @RokkerFiveOne @RealCharlesMoon @EasyGoLance @sherryteal3 @pattyann2358 It did no good. See the trouble that #ColinKaepernick started with his #TakeAKnee BS. People want to praise him and diss those who aren't. There are better ways to protest than to disrespect the nation.
#Nike #NikeBoycott #BoycottNike #NikeAd #JustDoIt #NFL #Kaepernick",user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment it did no good see the troubl that colinkaepernick start with hi takeakne bs peopl want to prais him and diss those who arent there are better way to protest than to disrespect the nation nike nikeboycott boycottnik nikead justdoit nfl kaepernick
1023,Fri Sep 07 16:06:56 +0000 2018,"I’m gonna start buying Sneakers #Nike #JustDoIt @ Kansas City, Missouri https://t.co/589CoiMuLb",gonna start buy sneaker nike justdoit kansa citi missouri url
3197,Fri Sep 07 16:06:49 +0000 2018,"200 smoooooooth writing/drawing pages are calling your name - have you ordered your custom, handcrafted journal?

👑 https://t.co/dioZH3nSRk 👑

#FridayFeeling #FridayMotivation #Handcrafted #Custom #Journal #EtsySeller #Writer #JustDoIt #GiftIdea #Birthday #BackToSchool #Support https://t.co/Q2Cb9jWZzh",smooth page are call your name have you order your custom handcraft journal url fridayfeel fridaymotiv handcraft custom journal etsysel writer justdoit giftidea birthday backtoschool support url
4673,Fri Sep 07 16:06:47 +0000 2018,Let’s go team. Love continues to win. ❤️ ⁦@Kaepernick7⁩ #JustDoIt  https://t.co/DoKBrQpxyM https://t.co/gH4oL9ncOS,go team love continu to win justdoit url url
1688,Fri Sep 07 16:06:46 +0000 2018,This campaign is BRILLIANT! Read about it. Your card will ONLY be charged IF @SenatorCollins votes to confirm Kavanaugh. $20.20 is a small price to pay to right this potential wrong. #JustDoIt https://t.co/AhfvnTwitD,thi campaign is brilliant read about it your card will onli be charg if user_ment vote to confirm kavanaugh is a small price to pay to right thi potenti wrong justdoit url
507,Fri Sep 07 16:06:20 +0000 2018,".When you feel compelled to #TakeAKnee - drown out theDog whistles @realDonaldTrump; #FOCUS making sure you’re on theRightSide of theTrack &amp; #JustDoIt @Nike &amp; @NFL

Let NOT theBlood, sweat &amp; tears of your ancestry B put2SHAME nor let it B a labor N vain for it is a labor of #LOVE",when you feel compel to takeakne drown out thedog whistl user_ment focu make sure on therightsid of thetrack justdoit user_ment user_ment let not theblood sweat tear of your ancestri b put2sham nor let it b a labor n vain for it is a labor of love
1029,Fri Sep 07 16:06:15 +0000 2018,@realDonaldTrump Obviously Nike is thinking. It is brilliant. Unlike yourself who is incable of a thought or understanding what taking a knee means. AMERICANS LOVE #NIKE #justdoit,user_ment obvious nike is think it is brilliant unlik yourself who is incabl of a thought or understand what take a knee mean american love nike justdoit
4202,Fri Sep 07 16:06:13 +0000 2018,Yust do it!! #NikeAd #MexicanProblems #Latino #Nike #Kaepernick #JustDoIt #Immigration #BorderPatrol https://t.co/3sEtEkQiM6,yust do it nikead mexicanproblem latino nike kaepernick justdoit immigr borderpatrol url
3889,Fri Sep 07 16:05:59 +0000 2018,"@realDonaldTrump Russia really could care how you talk. That's why you were handed the election. In fact the less you tweet-speak the better.
BTW- have you watched the movie: #AllThePresidentsMen lately? #JustDoIt",user_ment russia realli could care how you talk that whi you were hand the elect in fact the less you tweetspeak the better btw have you watch the movi allthepresidentsmen late justdoit
2813,Fri Sep 07 16:05:49 +0000 2018,"@realDonaldTrump THEY ARE thinking about the GREATNESS in EVERY SINGLE ONE! Something that YOU are incapable of comprehending!
Too bad!
#JustDoIt 
👊💙🇺🇸💙👊🦋",user_ment they are think about the great in everi singl one someth that you are incap of comprehend too bad justdoit
4985,Fri Sep 07 16:05:42 +0000 2018,Adopt a homeless pet. Even if it means sacrificing every shoe. #JustDoIt #AdoptDontShop https://t.co/pJ3bKceb2X,adopt a homeless pet even if it mean sacrif everi shoe justdoit adoptdontshop url
3799,Fri Sep 07 16:05:40 +0000 2018,"Still got my white &amp; navy blue ones in the basement, okay! Lmfao #Nike #JustDoIt https://t.co/gkbl3qHKBm",still got my white navi blue one in the basement okay lmfao nike justdoit url
2327,Fri Sep 07 16:05:37 +0000 2018,This was from 5 years ago! But works so well today lol #nike #justdoit https://t.co/YbP7BtJfeR,thi wa from year ago but work so well today lol nike justdoit url
3964,Fri Sep 07 16:05:18 +0000 2018,😂😂😂😂 #JustDoIt #nba if you can't beat them. Join them. https://t.co/1raBZy8sTV,justdoit nba if you cant beat them join them url
1187,Fri Sep 07 16:05:16 +0000 2018,Locked to #99Jamz @99JAMZ wi dhat babi @djhercules15 #JustDoIt,lock to user_ment wi dhat babi user_ment justdoit
2768,Fri Sep 07 16:05:08 +0000 2018,"#Dream #Crazy is the #BrandNew #marketing #campaign from @Nike 

The #video brings the #message ""Don't ask if your dreams are crazy. Ask if they're crazy enough.""
#justDoIt #Sports #Nike #Brand #Ad #TV #Advert #Digital #Sport #Inspire #YouCanDoIt #DreamBig
https://t.co/Ast9dPiV9s",dream crazi is the brandnew market campaign from user_ment the video bring the messag dont ask if your dream are crazi ask if theyr crazi enough justdoit sport nike brand ad tv advert digit sport inspir youcandoit dreambig url
